Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR,BSS Paging Coordinated Count,PCU Up Time
Sep 25 2023 - 04:45:00,Sep 25 2023 - 05:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.45,0.13,795.0,64.0,95.0,0.65,514.92,788.41,1.11,763.88,690.08,0.0,0.0,269.0,1.0,4.0,526.0,0.51,381.95,746.94,0.43,266.96,628.06,3.21,132.98,41.47,8.01,496.92,62.02,5.0,72.0,1491.0,0.0,0.0,3303.0,0.0,0.0,259.0,0.0,0.0,47.0,0.0,0.0,224.0,0.0,0.0,273.0,100.0,268.0,269.0,99.0,522.0,526.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,2232.0,5003.0,5556.0,6212.0,7084.0,7840.0,9388.0,11851.0,16519.0,27400.0,107.0,120.0,136.0,157.0,176.0,215.0,277.0,390.0,657.0,26.0,23.0,20.0,17.0,15.0,12.0,9.0,6.0,3.0,1767.0,1860.0,1980.0,2047.0,2130.0,2302.0,2453.0,2761.0,2967.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,655.0,682.0,715.0,738.0,771.0,807.0,836.0,896.0,976.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,529.0,529.0,100.0,269.0,269.0,0.0,00:21:46:53
Sep 25 2023 - 05:00:00,Sep 25 2023 - 05:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.52,0.29,899.0,89.0,120.0,0.9,711.04,792.44,1.24,957.32,771.09,0.0,0.0,300.0,2.0,9.0,599.0,0.71,526.56,743.67,0.61,421.39,692.28,3.78,184.48,48.77,6.8,535.93,78.81,4.0,87.0,1996.0,0.0,5.0,4026.0,0.0,0.0,288.0,0.0,0.0,51.0,0.0,0.0,259.0,0.0,0.0,326.0,97.0,291.0,300.0,100.0,597.0,599.0,0.0,0.0,2.0,2.0,10.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1151.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,2409.0,1689.0,1832.0,1940.0,2025.0,2068.0,2147.0,2208.0,2276.0,2376.0,20.0,22.0,24.0,26.0,27.0,29.0,31.0,33.0,39.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,1283.0,1327.0,1417.0,1474.0,1613.0,1709.0,1790.0,1832.0,1929.0,14.0,13.0,11.0,10.0,8.0,7.0,5.0,4.0,2.0,753.0,790.0,821.0,860.0,888.0,940.0,999.0,1052.0,1141.0,14.0,16.0,17.0,19.0,21.0,25.0,31.0,39.0,66.0,33.0,29.0,26.0,22.0,19.0,15.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,600.0,600.0,100.0,300.0,300.0,2.0,00:22:01:53
Sep 25 2023 - 05:15:00,Sep 25 2023 - 05:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.75,0.27,1050.0,647.0,644.0,3.96,5172.38,1307.46,2.28,5153.0,2257.57,0.0,1.0,333.0,3.0,20.0,717.0,3.98,5021.75,1260.58,2.16,4715.55,2179.23,3.21,150.63,46.88,5.58,437.45,78.34,10.0,1021.0,10152.0,0.0,82.0,18653.0,0.0,0.0,251.0,0.0,0.0,50.0,0.0,0.0,338.0,0.0,0.0,515.0,96.0,319.0,333.0,99.0,711.0,717.0,4.0,4.0,4.0,4.0,50.0,50.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,9460.0,0.0,0.0,0.0,0.0,0.0,16767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,1968.0,1689.0,1832.0,1940.0,2025.0,2068.0,2147.0,2208.0,2276.0,2376.0,20.0,22.0,24.0,26.0,27.0,29.0,31.0,33.0,39.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,1283.0,1327.0,1417.0,1474.0,1613.0,1709.0,1790.0,1832.0,1929.0,14.0,13.0,11.0,10.0,8.0,7.0,5.0,4.0,2.0,753.0,790.0,821.0,860.0,888.0,940.0,999.0,1052.0,1141.0,14.0,16.0,17.0,19.0,21.0,25.0,31.0,39.0,66.0,33.0,29.0,26.0,22.0,19.0,15.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,717.0,717.0,100.0,334.0,334.0,2.0,00:22:16:53
Sep 25 2023 - 05:30:00,Sep 25 2023 - 05:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.88,0.44,883.0,1338.0,1391.0,11.48,10702.7,932.35,11.53,11128.23,965.06,1.0,3.0,301.0,4.0,21.0,582.0,11.93,10540.96,883.83,12.02,10729.48,892.92,3.33,161.74,48.52,5.53,398.76,72.14,8.0,1644.0,19752.0,2.0,768.0,39119.0,0.0,0.0,224.0,0.0,0.0,51.0,0.0,0.0,332.0,0.0,0.0,431.0,90.0,271.0,301.0,99.0,575.0,582.0,6.0,6.0,2.0,2.0,75.0,75.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,19001.0,0.0,0.0,0.0,0.0,0.0,38069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,1818.0,1689.0,1832.0,1940.0,2025.0,2068.0,2147.0,2208.0,2276.0,2376.0,20.0,22.0,24.0,26.0,27.0,29.0,31.0,33.0,39.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,1283.0,1327.0,1417.0,1474.0,1613.0,1709.0,1790.0,1832.0,1929.0,14.0,13.0,11.0,10.0,8.0,7.0,5.0,4.0,2.0,753.0,790.0,821.0,860.0,888.0,940.0,999.0,1052.0,1141.0,14.0,16.0,17.0,19.0,21.0,25.0,31.0,39.0,66.0,33.0,29.0,26.0,22.0,19.0,15.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,581.0,581.0,100.0,302.0,302.0,7.0,00:22:31:53
Sep 25 2023 - 05:45:00,Sep 25 2023 - 06:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.94,0.51,650.0,4758.0,1631.0,42.91,38065.41,887.2,15.04,13049.23,867.35,2.0,6.0,277.0,6.0,21.0,373.0,43.03,38061.1,884.49,15.1,13045.62,864.09,1.59,4.3,2.71,1.11,3.61,3.26,6.0,3773.0,66533.0,0.0,172.0,45855.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,0.0,297.0,0.0,0.0,386.0,89.0,247.0,277.0,98.0,367.0,373.0,0.0,0.0,0.0,0.0,44.0,44.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,66505.0,0.0,0.0,0.0,0.0,0.0,46005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,22.0,1689.0,1832.0,1940.0,2025.0,2068.0,2147.0,2208.0,2276.0,2376.0,20.0,22.0,24.0,26.0,27.0,29.0,31.0,33.0,39.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,1283.0,1327.0,1417.0,1474.0,1613.0,1709.0,1790.0,1832.0,1929.0,14.0,13.0,11.0,10.0,8.0,7.0,5.0,4.0,2.0,753.0,790.0,821.0,860.0,888.0,940.0,999.0,1052.0,1141.0,14.0,16.0,17.0,19.0,21.0,25.0,31.0,39.0,66.0,33.0,29.0,26.0,22.0,19.0,15.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,370.0,370.0,100.0,274.0,274.0,3.0,00:22:46:53
Sep 25 2023 - 06:00:00,Sep 25 2023 - 06:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,1.07,0.58,942.0,9872.0,1219.0,60.87,78977.02,1297.38,12.25,9753.28,796.35,4.0,10.0,276.0,5.0,32.0,666.0,61.81,78905.02,1276.67,12.69,9632.38,759.2,3.48,71.99,20.71,3.25,120.9,37.15,9.0,12868.0,137436.0,0.0,158.0,35175.0,0.0,0.0,109.0,0.0,0.0,22.0,0.0,0.0,351.0,0.0,0.0,632.0,87.0,241.0,276.0,100.0,663.0,666.0,3.0,3.0,4.0,4.0,90.0,90.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,137093.0,0.0,0.0,0.0,0.0,0.0,34755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,578.0,3302.0,3649.0,4066.0,4575.0,5212.0,6096.0,7441.0,9804.0,15311.0,47.0,52.0,58.0,67.0,77.0,89.0,107.0,134.0,179.0,100.0,89.0,78.0,67.0,56.0,45.0,34.0,23.0,12.0,8077.0,8969.0,10095.0,11535.0,13470.0,16236.0,20515.0,27802.0,43588.0,73.0,65.0,57.0,49.0,41.0,33.0,25.0,17.0,9.0,693.0,716.0,754.0,782.0,813.0,870.0,918.0,1001.0,1075.0,11.0,12.0,13.0,15.0,16.0,19.0,22.0,27.0,33.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,670.0,670.0,100.0,280.0,280.0,6.0,00:23:01:53
Sep 25 2023 - 06:15:00,Sep 25 2023 - 06:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.77,0.39,1267.0,1595.0,1437.0,12.88,12759.55,990.44,12.21,11496.18,941.4,1.0,3.0,334.0,3.0,29.0,933.0,13.03,12709.71,975.42,12.36,11351.0,918.27,3.32,49.84,15.02,6.28,145.18,23.13,20.0,4731.0,23210.0,0.0,195.0,40518.0,0.0,0.0,81.0,0.0,0.0,16.0,0.0,0.0,396.0,0.0,0.0,912.0,93.0,311.0,334.0,93.0,866.0,933.0,0.0,0.0,0.0,0.0,80.0,80.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,22982.0,0.0,0.0,0.0,0.0,0.0,40060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,653.0,3302.0,3649.0,4066.0,4575.0,5212.0,6096.0,7441.0,9804.0,15311.0,47.0,52.0,58.0,67.0,77.0,89.0,107.0,134.0,179.0,100.0,89.0,78.0,67.0,56.0,45.0,34.0,23.0,12.0,8077.0,8969.0,10095.0,11535.0,13470.0,16236.0,20515.0,27802.0,43588.0,73.0,65.0,57.0,49.0,41.0,33.0,25.0,17.0,9.0,693.0,716.0,754.0,782.0,813.0,870.0,918.0,1001.0,1075.0,11.0,12.0,13.0,15.0,16.0,19.0,22.0,27.0,33.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,933.0,933.0,100.0,332.0,332.0,5.0,00:23:16:54
Sep 25 2023 - 06:30:00,Sep 25 2023 - 06:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.76,0.32,1099.0,1651.0,1110.0,9.83,13210.73,1343.96,7.38,8880.36,1202.84,3.0,11.0,391.0,6.0,40.0,708.0,9.85,13208.22,1341.59,7.39,8877.05,1201.58,1.06,2.52,2.37,2.63,3.31,1.26,18.0,4382.0,23719.0,0.0,108.0,31358.0,0.0,0.0,29.0,0.0,0.0,9.0,0.0,0.0,464.0,0.0,0.0,744.0,86.0,338.0,391.0,80.0,563.0,708.0,0.0,0.0,0.0,0.0,80.0,80.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,23701.0,0.0,0.0,0.0,0.0,0.0,31446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,20.0,3302.0,3649.0,4066.0,4575.0,5212.0,6096.0,7441.0,9804.0,15311.0,47.0,52.0,58.0,67.0,77.0,89.0,107.0,134.0,179.0,100.0,89.0,78.0,67.0,56.0,45.0,34.0,23.0,12.0,8077.0,8969.0,10095.0,11535.0,13470.0,16236.0,20515.0,27802.0,43588.0,73.0,65.0,57.0,49.0,41.0,33.0,25.0,17.0,9.0,693.0,716.0,754.0,782.0,813.0,870.0,918.0,1001.0,1075.0,11.0,12.0,13.0,15.0,16.0,19.0,22.0,27.0,33.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,709.0,709.0,100.0,393.0,393.0,6.0,00:23:31:53
Sep 25 2023 - 06:45:00,Sep 25 2023 - 07:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.83,0.34,1388.0,1341.0,1109.0,8.17,10731.87,1313.7,8.18,8874.42,1085.52,2.0,9.0,397.0,5.0,45.0,991.0,8.36,10573.59,1265.04,8.32,8428.14,1013.25,3.25,158.27,48.66,6.18,446.28,72.27,17.0,3511.0,20106.0,0.0,146.0,31717.0,0.0,0.0,299.0,0.0,0.0,48.0,0.0,0.0,416.0,0.0,0.0,759.0,92.0,367.0,397.0,72.0,709.0,991.0,3.0,3.0,3.0,3.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,19375.0,0.0,0.0,0.0,0.0,0.0,29847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,2016.0,3302.0,3649.0,4066.0,4575.0,5212.0,6096.0,7441.0,9804.0,15311.0,47.0,52.0,58.0,67.0,77.0,89.0,107.0,134.0,179.0,100.0,89.0,78.0,67.0,56.0,45.0,34.0,23.0,12.0,8077.0,8969.0,10095.0,11535.0,13470.0,16236.0,20515.0,27802.0,43588.0,73.0,65.0,57.0,49.0,41.0,33.0,25.0,17.0,9.0,693.0,716.0,754.0,782.0,813.0,870.0,918.0,1001.0,1075.0,11.0,12.0,13.0,15.0,16.0,19.0,22.0,27.0,33.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,992.0,992.0,100.0,398.0,398.0,9.0,00:23:46:53
Sep 25 2023 - 07:00:00,Sep 25 2023 - 07:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.73,0.27,1403.0,1761.0,703.0,15.15,14085.51,929.5,7.28,5620.48,771.94,5.0,15.0,279.0,5.0,57.0,1124.0,15.91,13883.67,872.72,7.53,5163.23,685.82,3.55,201.84,56.78,5.31,457.24,86.12,11.0,2902.0,25585.0,1.0,144.0,20342.0,0.0,0.0,269.0,0.0,0.0,57.0,0.0,0.0,299.0,0.0,0.0,910.0,94.0,262.0,279.0,81.0,914.0,1124.0,3.0,3.0,6.0,6.0,77.0,77.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,24671.0,0.0,0.0,0.0,0.0,0.0,18436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,0.0,0.0,0.0,0.0,0.0,2050.0,3863.0,4258.0,4723.0,5288.0,6005.0,6993.0,8502.0,11123.0,17829.0,51.0,57.0,63.0,71.0,81.0,93.0,109.0,132.0,171.0,154.0,137.0,120.0,103.0,86.0,69.0,52.0,35.0,18.0,10973.0,12241.0,13834.0,15911.0,18754.0,22895.0,29206.0,39638.0,63201.0,118.0,105.0,92.0,79.0,66.0,53.0,40.0,27.0,14.0,700.0,724.0,751.0,779.0,807.0,843.0,884.0,946.0,1054.0,13.0,14.0,15.0,16.0,18.0,21.0,25.0,33.0,48.0,19.0,17.0,15.0,13.0,11.0,9.0,7.0,5.0,3.0,851.0,851.0,900.0,900.0,960.0,960.0,1052.0,1052.0,1310.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,100.0,1121.0,1121.0,100.0,276.0,276.0,10.0,01:00:01:53
Sep 25 2023 - 00:00:00,Sep 25 2023 - 00:15:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.19,0.08,478.0,37.0,101.0,3.32,296.19,89.19,8.0,806.47,100.82,0.0,0.0,88.0,0.0,1.0,390.0,1.75,18.05,10.29,6.46,195.74,30.29,3.53,278.13,78.9,8.66,610.73,70.53,5.0,62.0,1347.0,0.0,0.0,3473.0,0.0,0.0,365.0,0.0,0.0,63.0,0.0,0.0,26.0,0.0,0.0,27.0,97.0,85.0,88.0,100.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,0.0,0.0,0.0,0.0,0.0,2776.0,1967.0,2070.0,2181.0,2245.0,2326.0,2559.0,2748.0,3014.0,3503.0,53.0,58.0,61.0,65.0,68.0,76.0,79.0,85.0,91.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,1606.0,1628.0,1644.0,1661.0,1677.0,1704.0,1745.0,1822.0,2038.0,44.0,39.0,34.0,29.0,25.0,20.0,15.0,10.0,5.0,765.0,792.0,814.0,842.0,863.0,892.0,935.0,988.0,1117.0,20.0,22.0,24.0,27.0,30.0,35.0,43.0,55.0,95.0,42.0,37.0,33.0,28.0,24.0,19.0,14.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,392.0,392.0,100.0,89.0,89.0,1.0,00:04:27:25
Sep 25 2023 - 00:15:00,Sep 25 2023 - 00:30:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.25,0.11,443.0,482.0,201.0,22.31,3854.93,172.76,10.89,1604.15,147.32,1.0,1.0,103.0,1.0,4.0,340.0,43.49,3594.75,82.66,13.4,1088.45,81.2,2.89,260.18,90.1,7.8,515.7,66.12,13.0,982.0,7480.0,1.0,31.0,6182.0,0.0,0.0,308.0,0.0,0.0,64.0,0.0,0.0,46.0,0.0,0.0,37.0,96.0,99.0,103.0,99.0,336.0,340.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6291.0,0.0,0.0,0.0,0.0,0.0,3878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,0.0,0.0,0.0,0.0,0.0,2335.0,1967.0,2070.0,2181.0,2245.0,2326.0,2559.0,2748.0,3014.0,3503.0,53.0,58.0,61.0,65.0,68.0,76.0,79.0,85.0,91.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,1606.0,1628.0,1644.0,1661.0,1677.0,1704.0,1745.0,1822.0,2038.0,44.0,39.0,34.0,29.0,25.0,20.0,15.0,10.0,5.0,765.0,792.0,814.0,842.0,863.0,892.0,935.0,988.0,1117.0,20.0,22.0,24.0,27.0,30.0,35.0,43.0,55.0,95.0,42.0,37.0,33.0,28.0,24.0,19.0,14.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,339.0,339.0,100.0,102.0,102.0,0.0,00:04:42:25
